"","drinks.idDrink","drinks.strDrink","drinks.strCategory","drinks.strAlcoholic","drinks.strGlass","drinks.strInstructions","drinks.strDrinkThumb","drinks.strIngredient1","drinks.strIngredient2","drinks.strIngredient3","drinks.strIngredient4","drinks.strIngredient5","drinks.strIngredient6","drinks.strIngredient7","drinks.strIngredient8","drinks.strIngredient9","drinks.strIngredient10","drinks.strIngredient11","drinks.strIngredient12","drinks.strIngredient13","drinks.strIngredient14","drinks.strIngredient15","drinks.strMeasure1","drinks.strMeasure2","drinks.strMeasure3","drinks.strMeasure4","drinks.strMeasure5","drinks.strMeasure6","drinks.strMeasure7","drinks.strMeasure8","drinks.strMeasure9","drinks.strMeasure10","drinks.strMeasure11","drinks.strMeasure12","drinks.strMeasure13","drinks.strMeasure14","drinks.strMeasure15","drinks.dateModified"
"1193","12944","Gluehwein","Punch / Party Drink","Optional alcohol","Irish coffee cup","Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.",NA,"Red wine","Water","Sugar","Cinnamon","Cloves","Lemon peel","","","","","","","","","","1 L ","125 ml ","60 gr ","1 ","3 ","1 tblsp "," "," "," "," "," ","","","","",NA
"1194","12946","Gogl-Mogl","Punch / Party Drink","Alcoholic","vote","This is essentially a hot eggnog. You beat an egg, add a tablespoon of honey and a jigger of whisky. Pour this into a irish coffe cup and then fill the glass with warm milk and stir until it's well mixed.",NA,"Egg","Whiskey","Honey","Milk","","","","","","","","","","","","1 ","1 jigger ","1 tblsp ","
","
","
","
","
","
","","","","","","",NA
"1195","12948","Golden Glow Punch","Punch / Party Drink","Non alcoholic","Punch bowl","Pour the concentrate and the apple juice into the punch bowl. Stir the ginger ale into the bowl. Spoon in sherbet or add an Ice Ring. Serve immediately.",NA,"Orange juice","Lemonade","Apple juice","Ginger ale","Sherbet","Ice","","","","","","","","","","6 oz frozen ","6 oz frozen ","1 qt chilled ","2 qt chilled ","1 pint lemon or orange "," ring
","
","
","
","
","
","","","","",NA
"1196","12950","Great Pumpkin Punch","Punch / Party Drink","Alcoholic","vote","Serve in a hollowed out pumpkin with floating pumpkin chunks.",NA,"Pumpkin","Apple cider","Ginger ale","Rum","","","","","","","","","","","","1 ","1 part ","2 parts ","1 part "," "," "," "," "," ","","","","","","",NA
"1197","12952","Holiday Cheer","Punch / Party Drink","Optional alcohol","White wine glass","Mix champagne and frozen cranberry juice (undeluted). Slice lime and garnish each wine glass. Serve with breakfast to start the day right. Note: Mix right before serving to retain the bubbles. Yo may use non-alcoholic champagne.",NA,"Champagne","Cranberry juice","Lime","","","","","","","","","","","","","1 bottle ","1 can frozen ","1 "," "," "," "," "," ","","","","","","","",NA
"1198","12954","Holloween Punch","Punch / Party Drink","Non alcoholic","Punch bowl","Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.",NA,"Grape juice","Carbonated soft drink","Sherbet","Sherbet","","","","","","","","","","","","
",", orange
"," "," "," "," "," ","","","","","","","","",NA
"1199","12956","Hop Skip and Go Naked Punch","Punch / Party Drink","Alcoholic","vote","Take a Cooler and throw a bag of ice in it. Add beer, white liquor and frozen Lemon-Lime Daqueri mix. Stir until Daqueri mix has liquified. Enjoy.",NA,"Beer","Vodka","Daiquiri mix","Ice","","","","","","","","","","","","6 packages American ","1 fifth ","3 cans frozen lemon-lime ","
","
","
","
","
","
","","","","","","",NA
"1200","12958","Hot Buttered Cranberry Punch","Punch / Party Drink","Non alcoholic","vote","Crush cranberry sauce with a fork. Mix with sugar, spices and salt. Add water and pineapple juice. Cover and simmer 2 hours. Ladle into mugs and float a pat of butter in each serving.",NA,"Cranberry juice","Brown sugar","Cinnamon","Allspice","Cloves","Nutmeg","Salt","Water","Pineapple juice","Butter","","","","","","16 oz jellied ","1/3 cup ","1/4 tsp ground ","1/4 tsp ground ","1/8 tsp ground ","1/8 tsp ground ","1/8 tsp ","2 cups ","2 cups "," pats
","
","
","
","
","
",NA
"1201","12960","Hot Devilish Daiquiri","Punch / Party Drink","Alcoholic","vote","In 2 qt. microproof casserole, combine hot water, sugar, spices, and concentrated juices. Stir, then cook on HI 5-6 minutes or until mixture boils. Heat rum in microproof container on HI for 30 seconds. Ignite and pour over hot beverage. Ladle into punch cups for serving.",NA,"Water","Sugar","Cinnamon","Cloves","Lemonade","Limeade","Light rum","","","","","","","","","1 1/2 cup hot ","1/4 cup ","2 sticks ","8 whole ","6 oz frozen ","6 oz frozen ","1/2 cup "," "," "," "," "," ","","","",NA
"1202","12962","Hot Mulled Cider #2","Punch / Party Drink","Non alcoholic","vote","In a large saucepan combine apple cider/juice, brown sugar, and nutmeg. for spice bag, place cinnamon, allspice, and the 1 teaspoon cloves in cheesecloth and tie, add to cider mixture. Bring to boiling. Reduce heat, cover and simmer 10 minutes. Remove spice bag and discard. Serve cider in mugs with a clove-studded orange wedge in each.",NA,"Apple cider","Brown sugar","Nutmeg","Cinnamon","Allspice","Cloves","Orange","Cloves","","","","","","","","8 cups ","1/2 cup ","1 ground ","6 inches ","1 tsp whole ","1 tsp whole ","8 ","8 whole "," "," "," "," "," ","","",NA
"1203","12964","Hot Spiced Cider #2","Punch / Party Drink","Non alcoholic","vote","Combine the cider, sugar and spices in a large saucepan. Heat slowly to boiling. Boil 3-5 minutes. remove spices. Serve hot garnished with orange slices, lemon slices, or rings of unpared red apple with whole cloves forced through peel. 16 servings. If desired, chill spiced cider and serve over ice cubes made from apple juice.",NA,"Apple cider","Sugar","Cloves","Allspice","Cinnamon","","","","","","","","","","","2 qt ","1/4 cup ","12 whole ","6 whole ","4 3-inch "," "," "," "," "," ","","","","","",NA
"1204","12966","Hot-Buttered Rum","Punch / Party Drink","Alcoholic","vote","In a mug put sugar, butter, rum and cloves. Fill with boiling water. Stir.",NA,"Sugar","Butter","Rum","Cloves","","","","","","","","","","","","1 tsp ","1/2 tsp ","1 jigger light or dark ","4 "," "," "," "," "," ","","","","","","",NA
"1205","12968","Jamaica Me Crazy","Ordinary Drink","Alcoholic","Highball glass","Fill a tall glass with ice. Pour in rum and tia maria. Add pineapple juice.",NA,"Rum","Tia maria","Pineapple juice","Ice","","","","","","","","","","","","1/2 oz amber ","1/2 oz ","
"," "," "," "," "," ","","","","","","","",NA
"1206","12970","Sud-Ouest","Cocktail","Alcoholic","Cocktail glass","Shake and strain. Add a few drops of grenadine. Garnish with a slice of lime, a maraschino cherry and fresh mint.",NA,"Pineau des Charentes","Gin","Orange juice","Cointreau","Grenadine","","","","","","","","","","","5 parts white ","2 parts ","2 parts ","1 part ","2-3 drops "," "," "," "," "," ","","","","","",NA
"1207","12972","Lady's Punsch","Punch / Party Drink","Alcoholic","vote","Pour red wine and blue curacao in a punsch glass and fill up with boiling water. Garnish with orange slice.",NA,"Red wine","Blue Curacao","Water","Orange","","","","","","","","","","","","5 cl ","5 cl ","10 cl boiling ","1 slice "," "," "," "," "," ","","","","","","",NA
"1208","12974","Lemon Sherbert Punch","Punch / Party Drink","Non alcoholic","Punch bowl","Mix Lemonade in very large punch bowl. Add soda and frozen fruit. Open sherbet and dump the entire package of it into punch (it will float on the top). Due to the frozen fruit and Sherbet, there is really no need for ice until later, or unless it it very hot.",NA,"Ginger ale","Pink lemonade","Sherbet","Fruit","Water","","","","","","","","","","","2 L ","1 can frozen ","1 gal ","Frozen ","cold "," "," "," "," "," ","","","","","",NA
"1209","12976","Light Sangria with Pineapple","Punch / Party Drink","Alcoholic","Red wine glass","In a pitcher, dissolve the sugar in the apple juice. Add lemon juice, wine, pineapple and apple in chunks. Mix. Add ginger ale and ice right before serving.",NA,"Apple juice","Sugar","Lemon juice","White wine","Pineapple","Apple","Ginger ale","Ice","","","","","","","","2 cups "," to taste
","
","
"," cubes
","
","
"," cubes
","
","
","
","
","
","","",NA
"1210","12978","Malihini Punch","Punch / Party Drink","Non alcoholic","vote","Combine orange juice, lilikoi syrup and guava syrup, blend well. Chill. Serve over ice cubes.",NA,"Orange juice","Passion fruit syrup","Guava syrup","Ice","","","","","","","","","","","","2 qt ","1/2 cup Hawaiian Plantations Lilikoi ","1/2 cup Hawaiian Plantations "," cubes
","
","
","
","
","
","","","","","","",NA
"1211","12980","Mock Pink Champagne #1","Punch / Party Drink","Non alcoholic","vote","Boil sugar and water until sugar dissolves, cool. Stir cranberry, pineapple, orange juices. Chill. Just before serving, add carbonated beverage.",NA,"Sugar","Water","Orange juice","Cranberry juice","Pineapple juice","Lemon-lime soda","","","","","","","","","","1/2 cup ","1 1/2 cup ","1/2 cup ","2 cups ","1 cup ","2 bottles "," "," "," "," "," ","","","","",NA
"1212","12982","Mock Pink Champagne #2","Punch / Party Drink","Non alcoholic","vote","Combine all but ginger ale and ice. Chill. Add ginger ale and ice before serving.",NA,"Ginger ale","Hawaiian Punch","Lemon juice","Sugar","Pineapple juice","Ice","","","","","","","","","","3 qt ","1 gal ","1 qt ","2 lb ","1 qt ","
","
","
","
","
","
","","","","",NA
"1213","12984","Monarchy Luau Punch","Punch / Party Drink","Alcoholic","vote","Remove rind and core form pineapple, coarsely chop fruit. Combine pineapple, brandy and sugar, marinate 6 hours or overnight. Pour pineapple juice into a ring mold and freeze. Add wine to pineapple-brandy mixture, refrigerate 30 minutes. Add pineapple juice ring and champagne just before serving.",NA,"Pineapple","Brandy","Sugar","Pineapple juice","White wine","Champagne","","","","","","","","","","1 ","1/2 cup ","2 tblsp ","3 cups ","1/2 gal ","1 qt "," "," "," "," "," ","","","","",NA
"1214","12986","Monster Slime Juice","Punch / Party Drink","Non alcoholic","vote","Mix juice and Kool-Aid, add 1 gallon water, stir and watch it turn green!",NA,"Kool-Aid","Orange juice","Water","","","","","","","","","","","","","6 oz Berry Blue ","12 oz ","
","
","
","
","
","
","","","","","","","",NA
"1215","12988","Mulled Wine","Punch / Party Drink","Alcoholic","vote","Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",NA,"Water","Sugar","Cloves","Cinnamon","Lemon peel","Red wine","Brandy","","","","","","","","","3 cups ","1 cup ","12 ","2 ","1 ","750 ml ","1/4 cup "," "," "," "," "," ","","","",NA
"1216","12990","Null & Void Punch","Punch / Party Drink","Alcoholic","vote","Mix with ice in a Tupperware dish pan. Serve in 16 oz glasses (with caution). Tastes great, but can lead to wastedness if comsumed too quickly, hence the name NULL & VOID punch.",NA,"Vodka","Wildberry schnapps","Peach schnapps","Southern Comfort","Hawaiian Punch","","","","","","","","","","","750 ml ","500 ml ","500 ml ","375 ml ","2 L "," "," "," "," "," ","","","","","",NA
"1217","12992","Old Fashioned Hot Buttered Rum","Punch / Party Drink","Alcoholic","vote","In 2-quart suacepan combine sugar, brown sugar and butter. Cook over low hear, stirring occasionally, until butter is melted (6-8 min). In large mixing bowl, combine cooked mixture with ice-cream, beat at medium speed, scraping bowl often until smooth (1-2 min). Store refrigerated up to 2 weeks or frozen up to one month. For each serving, fill mug with 1/4 cup mixture, 1 oz. rum and 3/4 cup boiling water, sprinkle with nutmeg.",NA,"Sugar","Brown sugar","Butter","Vanilla ice-cream","Rum","Water","Nutmeg","","","","","","","","","1 cup ","1 cup ","1 cup ","2 cups ","
","
"," "," "," "," "," ","","","","",NA
"1218","12994","Party Punch","Punch / Party Drink","Non alcoholic","Punch bowl","Combine all ingredients in a punch bowl.",NA,"Pineapple juice","Ginger ale","Sherbet","","","","","","","","","","","","","1 can ","2 bottles ","3 qt "," "," "," "," "," ","","","","","","","",NA
"1219","12996","Party Slush Punch #1","Punch / Party Drink","Alcoholic","vote","Mix ingredients together, freeze to slush consistency and serve ""slushy"".",NA,"Pineapple juice","Vodka","Hawaiian Punch","Ginger ale","","","","","","","","","","","","46 oz ","1/2 bottle ","46 oz ","1 L "," "," "," "," "," ","","","","","","",NA
"1220","12998","Party Slush Punch #2","Punch / Party Drink","Alcoholic","Punch bowl","Put the ingredients into a container in the freezer (stir occasionally while freezing). To serve: put 2/3 slush to 1/3 7-up in each glass or same ratio in punch bowl.",NA,"Whiskey","Lemonade","Pineapple juice","Orange juice","Ginger ale","","","","","","","","","","","2 cups ","6 oz frozen ","1 can ","6 oz frozen ","1 bottle "," "," "," "," "," ","","","","","",NA
"1221","13000","Party Slush Punch #3","Punch / Party Drink","Alcoholic","vote","Mix the following ingredients together and freeze. When slushy, drink as is or mix with 7-UP.",NA,"Strawberries","Water","Orange juice","Tea","Lemonade","Sugar","Light rum","","","","","","","","","10 oz frozen ","7 cups ","12 oz frozen ","2 cups ","12 oz frozen ","1 1/2 cup ","3 cups "," "," "," "," "," ","","","",NA
"1222","13002","Pina Colada Punch","Punch / Party Drink","Optional alcohol","Punch bowl","Chill pineapple juice and soda. Blend first four ingredients in a blender until creamy. (I've found a hand blender works very well since my blender won't hold all of this liquid or you could split it into two batches.) This can be done ahead of time and put back into the fridge until serving time. When your ready to serve, place coconut mixture in punch bowl, add ice-cream and allow it to dissolve somewhat. When ice-cream has dissolved almost completely, add pineapple soda. Add ice ring and decorate the frothy top of the punch with thin orange slices. If you wanted to make this alcoholic, cut back a little on the amount of soda and add a bit of rum - I like it with Captain Morgan's Spiced Rum.",NA,"Pineapple juice","Coconut cream","Coconut syrup","Cinnamon","Pineapple soda","Vanilla ice-cream","","","","","","","","","","46 oz ","15 oz ","1 tblsp ","1 tblsp ","1.5-2 L ","1 pint "," "," "," "," "," ","","","","",NA
"1223","13004","Pineapple Punch","Punch / Party Drink","Alcoholic","Punch bowl","Put the pineapple pieces in a punch bowl and pour the sherry over them. Chill for 2 hours. Put tea and sugar in a pot, add red wine, lemon juice and rum. Heat but do not boil the mixture. Pour over the pineapple pieces.",NA,"Red wine","Tea","Pineapple juice","Rum","Lemon","Sugar","Pineapple","Sherry","","","","","","","","1 bottle ","150 ml strong ","100 ml ","80 ml ","Juice of 1 ","100 gr ","200 gr ","50 ml "," "," "," "," "," ","","",NA
"1224","13006","Ponche de Pina","Punch / Party Drink","Alcoholic","Pitcher","Peel pineapples, chop or shread. Add water and let stand overnight. Put in large saucepan with spices, sugar, and coconut milk. Boil for 5 minutes. Strain liquid into large pitcher. Add rum and serve hot.",NA,"Pineapple","Water","Cinnamon","Cloves","Allspice","Sugar","Coconut milk","Light rum","","","","","","","","3 ","3 cups ","3 ","2 tsp whole ","2 tsp whole ","3/4 cup ","1 cup ","1 qt "," "," "," "," "," ","","",NA
"1225","13008","Porch Crawlers","Punch / Party Drink","Alcoholic","Punch bowl","Combine all ingredients in a punch bowl.",NA,"Pink lemonade","Beer","Gin","","","","","","","","","","","","","2 cans frozen ","10 bottles ","26 oz "," "," "," "," "," ","","","","","","","",NA
"1226","13010","Punch #1","Punch / Party Drink","Non alcoholic","Punch bowl","Mix first 3 ingredients ahead of time. Add soda water when you are ready to serve it. Serve over ice. You can add more soda water to suit your taste.",NA,"Lemonade","White grape juice","Cranberry juice","Soda water","","","","","","","","","","","","2 cans frozen ","1 1/2 L ","1 1/2 L ","750 ml "," "," "," "," "," ","","","","","","",NA
"1227","13012","Punch #2","Punch / Party Drink","Non alcoholic","Punch bowl","Stir the 1 1/4 cups water and sugar over medium heat until sugar is dissolved.Bring to boil and boil for 5 mins. Cool pour into screw top jar and chill over night . Just before serving pour into a punch bowl all except ginger ale Now pour ginger ale now put in the fruit.",NA,"Water","Water","Lemon juice","Strawberries","Ginger ale","Sugar","Orange juice","Pineapple juice","Lemon","Orange","","","","","","1 1/4 cup ","1 1/2 cup ice ","1 cup chilled ","1/2 cup ","1 pint ","1 1/2 cup ","2 1/2 cups chilled ","1 cup "," slices
"," "," "," "," "," ","",NA
"1228","13014","Purple Jesus","Punch / Party Drink","Alcoholic","Punch bowl","Combine all ingredients in a punch bowl.",NA,"Ginger ale","Grape juice","Vodka","Grain alcohol","","","","","","","","","","","","1 part ","1 part ","1 part ","1 part "," "," "," "," "," ","","","","","","",NA
"1229","13016","Raspberry Cordial","Punch / Party Drink","Alcoholic","vote","Combine all ingredients and stir until sugar is disolved. Store in large bottles for 22 days, then put in gift bottles and seal.",NA,"Raspberry juice","Vodka","Sugar","","","","","","","","","","","","","2 parts ","2 parts ","1 1/4 part "," "," "," "," "," ","","","","","","","",NA
"1230","13018","Raspberry Sherbet Punch","Punch / Party Drink","Non alcoholic","vote","Combine all together and serve.",NA,"Sherbet","Ginger ale","Pineapple juice","","","","","","","","","","","","","1/2 gal ","2 L ","33 oz "," "," "," "," "," ","","","","","","","",NA
"1231","13020","Sangria #1","Punch / Party Drink","Alcoholic","Pitcher","Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.","http://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg","Red wine","Sugar","Orange juice","Lemon juice","Cloves","Cinnamon","","","","","","","","","","1 bottle ","1/2 cup ","1 cup ","1 cup ","
"," "," "," "," "," ","","","","","","2015-09-03 04:01:20"
"1232","13022","Sangria #2","Punch / Party Drink","Alcoholic","Pitcher","Peel the apples and cut into small cubes. Peel the oranges, take out the pips, and cut into small cubes. Warm the orange juice, the sugar and the mandarin peels until the sugar dissolves. Mix all the ingredients in a pitcher, except the ice and the soda which you add just before serving. Serve in wine glsses.",NA,"Sugar","Orange","Orange juice","Apple","Red wine","Cognac","Mandarin","Soda water","Ice","","","","","","","4-5 tblsp ","2 ","1 cup ","3 ","1 bottle dry ","2 tblsp ","1/2 cup ","2 cups ","10 "," "," "," "," "," ","",NA
"1233","13024","Sweet Sangria","Punch / Party Drink","Alcoholic","Pitcher","Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",NA,"Red wine","Sugar","Water","Apple","Orange","Lime","Lemon","Fresca","","","","","","","","2 bottles ","1 cup ","2 cups hot ","1 cup "," wedges
"," wedges
","
","
","
","
","
","
","","","",NA
"1234","13026","Sangria - The World's Best","Punch / Party Drink","Alcoholic","Pitcher","Mix wine, sugar and fruit, and let sit in the fridge for 18-24 hours. The mixture will have a somewhat syrupy consistency. Before serving stir in brandy and cut the mixture with soda water until it have a thinner, more wine like consistency. Serve from a pitcher in wine glasses.",NA,"Red wine","Sugar","Lemon","Orange","Apple","Brandy","Soda water","","","","","","","","","1 1/2 L ","1 cup ","1 large ","1 large ","1 large ","3-4 oz plain ","
","
","
","
","
","
","","","",NA
"1235","13028","Sauterne","Punch / Party Drink","Alcoholic","Punch bowl","Mix the cognac and curacao several hours ahead of time. When ready to serve, pour the necessary amount of this mixture over a block of ice or ice mold in a *cold* punch bowl, and add *thoroughly chilled* champagne. Stir and serve at once, WITHOUT LADLING BACK AND FORTH OVER THE ICE, as this will eliminate the bubbles.",NA,"Champagne","White wine","Cognac","Curacao","","","","","","","","","","","","2 bottles ","1 bottle Chablis ","3 oz ","1.5 oz "," "," "," "," "," ","","","","","","",NA
"1236","13030","Sima","Punch / Party Drink","Alcoholic","vote","Boil water, sugars, beer and the yellow part of the lemon's peel. Let the mixture cool down. Peel the white part of the lemon's peel carefully and cut the fruit part of the lemon in small pieces and add to sima. Disolve the yeast in a bit of sima and add to sima. Put 5-6 raisins and 1 tablespoon sugar in every bottle. Put sima in bottles and close the bottles carefully. Leave sima in a cold place for a couple of days. Sima is ready when the raisins float. Sima will keep in cold place for 1-2 weeks.",NA,"Water","Sugar","Brown sugar","Beer","Lemon","Yeast","Raisins","Sugar","","","","","","","","5 L ","1 1/2 dl ","1 1/2 dl ","1 1/2 dl ","1 ","2 tsp ","5-6 ","1 tblsp "," "," "," "," "," ","","",NA
"1237","13032","Spiced Peach Punch","Punch / Party Drink","Non alcoholic","vote","Combine peach nectar, orange juice and brown sugar in a large saucepan. Tie cinnamon and cloves in a small cheesecloth bag. Drop into saucepan. Heat slowly, stirring constantly, until sugar dissolves. Simmer 10 minutes. Stir in lime juice. Serve in hot mugs.",NA,"Peach nectar","Orange juice","Brown sugar","Cinnamon","Cloves","Lime juice","","","","","","","","","","46 oz ","20 oz ","1/2 cup ","3 3-inch ","1/2 tsp ","2 tblsp "," "," "," "," "," ","","","","",NA
"1238","13034","Strawberry Bolle","Punch / Party Drink","Alcoholic","White wine glass","Sprinkle strawbs with sugar, add one bottle cider. Chill for several hours. To serve, pour into large bowl with ice, add the rest of the wine. Serve in small wine glasses.",NA,"Apple cider","Champagne","Strawberries","Sugar","","","","","","","","","","","","3 bottles chilled ","1 bottle chilled ","1 kg ","8 tblsp "," "," "," "," "," ","","","","","","",NA
"1239","13036","Strawberry Lemonade","Punch / Party Drink","Non alcoholic","vote","Throw everything into a blender and mix until fairly smooth. Serve over ice.",NA,"Lemon","Sugar","Strawberries","Water","","","","","","","","","","","","Jucie of 1 ","1 tblsp ","8-10 ripe ","1 cup "," "," "," "," "," ","","","","","","",NA
"1240","13038","Strawberry Punch #1","Punch / Party Drink","Non alcoholic","vote","Allow strawberries to thaw for a couple of hours in fridge. Prepare lemonade and chill. Combine all just before serving and mix until sherbet is dissolved. Place ice ring in to keep punch cold.",NA,"Strawberries","Lemonade","Sherbet","Ginger ale","","","","","","","","","","","","10 oz frozen ","6 oz frozen ","1 pint lemon-lime ","1 qt "," "," "," "," "," ","","","","","","",NA
"1241","13040","Strawberry Punch #2","Punch / Party Drink","Non alcoholic","vote","Put the sherbet in a bowl and pour the 7-up over the sherbet. Stir until the sherbet is melted. This makes a pretty pink punch. You can use diet soda for a punch that is less sweet.",NA,"Sherbet","7-Up","","","","","","","","","","","","","","1/2 gal ","2 L "," "," "," "," "," ","","","","","","","","",NA
"1242","13042","Sunny Holiday Punch","Punch / Party Drink","Optional alcohol","Punch bowl","Combine all ingredients in a punch bowl.",NA,"Pineapple juice","Club soda","Orange juice","Lemon","Berries","Champagne","","","","","","","","","","46 oz chilled ","28 oz ","6 oz frozen ","1 ","2 cups ","1 bottle "," "," "," "," "," ","","","","",NA
"1243","13044","Syllabub","Punch / Party Drink","Alcoholic","Punch bowl","Combine wine, lemon rind, and juice. Stir in 1 cup of the sugar and let stand until sugar dissolves. Combine milk and cream, add wine mixture, and beat with a rotary beater until frothy. Beat egg whites until stiff, add remaining 1/2 cup sugar, a little at a time, beating constantly until whites stand in peaks. Pour wine mixture into punch bowl, top with puffs of egg white, and sprinkle whites with nutmeg.",NA,"White wine","Milk","Lemon peel","Light cream","Lemon juice","Egg","Sugar","Nutmeg","","","","","","","","2 cups ","3 cups ","5 tblsp grated ","2 cups ","1/3 cup ","4 ","1-1/2 cup ","
","
","
","
","
","
","","",NA
"1244","13046","Tea Punch","Punch / Party Drink","Non alcoholic","vote","Combine and serve with ice.",NA,"Tea","Apple juice","Pineapple juice","","","","","","","","","","","","","2 parts cold aromatic ","2 parts ","1 part "," "," "," "," "," ","","","","","","","",NA
"1245","13048","Tom and Jerry Punch","Punch / Party Drink","Alcoholic","vote","Beat egg whites to a stiff froth. Separately beat egg yolks until light in color, gradually add the powdered sugar and spices. Fold yolk mixture into whites. Divide mixture between four 8 oz. mugs. Add 1/2 shot brandy and 1 shot rum to each mug, fill with hot beverage. Stir well and top with nutmeg.",NA,"Egg","Powdered sugar","Allspice","Cinnamon","Cloves","Brandy","Dark rum","Coffee","Nutmeg","","","","","","","3 separated ","3 tblsp ","1/2 tsp ground ","1/2 tsp ground ","1/2 tsp ground ","
","Hot ","Grated "," "," "," "," "," ","","",NA
"1246","13050","Truck Punch","Punch / Party Drink","Alcoholic","vote","Give yourself a break, use ice.",NA,"Bourbon","Apple schnapps","Cinnamon schnapps","Squirt","","","","","","","","","","","","1 L ","1 fifth ","1/2 fifth ","2 L "," "," "," "," "," ","","","","","","",NA
"1247","13052","Wassail #1","Punch / Party Drink","Non alcoholic","vote","Heat the water to boiling. Cut the lemons and oranges (and lime if using) in half and squeeze the juice into a separate bowl to save, throw the skins and pulp into the boiling water. Add spices and simmer for one hour. Remove the cinnamon sticks and a few cloves and allspice and save to one side. Using a slotted spoon or strainer remove the citrus peels and pulp and the remaining spices. Return the cinnamon sticks and saved spices to the water. Add the apple juice or cider and return to heat. When boiling remove from heat and add the citrus juice and sugar. Simmer very lightly for another 10 minutes and serve. Delicious!",NA,"Apple juice","Orange","Lemon","Lime","Cloves","Allspice","Cinnamon","Water","Sugar","","","","","","","1 gal ","2 ","2 ","1 ","1 tblsp ","1 tblsp ","2 sticks ","1 qt ","1 cup "," "," "," "," "," ","",NA
"1248","13054","Wassail #2","Punch / Party Drink","Alcoholic","vote","Simmer the nonalcoholic ingredients together for 1-2 hours, then add the wine and rum about 10 minutes before serving (hot).",NA,"Apple cider","Cinnamon","Lemon","Orange","Cloves","Allspice","White wine","Rum","","","","","","","","1 gal ","8 sticks ","1 ","1 ","1 tblsp whole ","1 tblsp ","1 gal ","2 cups "," "," "," "," "," ","","",NA
"1249","13056","Wine Cooler","Punch / Party Drink","Optional alcohol","vote","Mix wine and soft drink. Pour into glass. Add ice.",NA,"Red wine","Lemon-lime soda","Ice","","","","","","","","","","","","","2 oz white or ","5 oz "," cubes
","
","
","
","
","
","","","","","","","",NA
"1250","13058","Wine Punch","Punch / Party Drink","Alcoholic","vote","Combine all of the ingredients and pour over a block of ice.",NA,"Red wine","Lemon","Orange juice","Orange","Pineapple juice","","","","","","","","","","","1 bottle ","2 ","1 cup ","3 ","1 cup "," "," "," "," "," ","","","","","",NA
"1251","13060","Margarita","Ordinary Drink","Alcoholic","Cocktail glass","Rub rim of cocktail glass with lime juice, dip rim in salt. Shake all ingredients with ice, strain into the salt-rimmed glass, and serve.","http://www.thecocktaildb.com/images/media/drink/wpxpvu1439905379.jpg","Tequila","Triple sec","Lime juice","Salt","","","","","","","","","","","","1 1/2 oz ","1/2 oz ","1 oz ","
","
","
","
","
","
","","","","","","","2015-08-18 14:42:59"
"1252","13062","Polarbear #1","Ordinary Drink","Alcoholic","vote","Take one part vodka into the glass, pour one part lime in the same glass. Then you take two parts of 7-up or sprite. Mix this together with a straw or something like that. Ice is recommended.",NA,"Vodka","Lime juice","7-Up","","","","","","","","","","","","","1 part ","1 part ","2 parts "," "," "," "," "," ","","","","","","","",NA
"1253","13064","Izayoi","Ordinary Drink","Alcoholic","Cocktail glass","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass, and serve. (Name mean: 16th moon in Japanese)",NA,"Lemon liqueur","Grapefruit juice","Vodka","Lemon juice","Grenadine","","","","","","","","","","","1 oz ","2/3 oz ","1/6 oz ","1/6 oz ","1/6 oz "," "," "," "," "," ","","","","","",NA
"1254","13066","Bruce's Puce","Shot","Alcoholic","Shot glass","In a regular-sized shot glass, layer, with a spoon or cherry, the grenadine , the Kahlua , then the Bailey's Irish cream in equal portions. It goes down really smooth ,and you don't even need a chaser. It tastes just like chocolate milk.(Really!)",NA,"Grenadine","Kahlua","Bailey's irish cream","","","","","","","","","","","","","
","
","
","
","
","
","
","","","","","","","","",NA
"1255","13068","Brave Bull Shooter","Shot","Alcoholic","Shot glass","Pour Tabasco into bottom of shot glass and fill with tequila.",NA,"Tequila","Tabasco sauce","","","","","","","","","","","","","","1/2 oz ","1/2 oz "," "," "," "," "," ","","","","","","","","",NA
